APR_MDC_key,intake_date,hospitalizations
17,2017-03-08,59.41249637896485
17,2017-03-09,59.92356207145781
17,2017-03-10,60.38508462649198
17,2017-03-11,58.53639332726273
17,2017-03-12,56.78110174276231
17,2017-03-13,58.32926234136027
17,2017-03-14,59.30207341213534
17,2017-03-15,60.046267726491564
17,2017-03-16,60.43819337480332
17,2017-03-17,60.489400149399934
17,2017-03-18,58.57171489859993
17,2017-03-19,56.71690457405566
17,2017-03-20,58.496678194578436
17,2017-03-21,59.4967871062316
17,2017-03-22,60.234597365043676
17,2017-03-23,61.14493843504225
17,2017-03-24,61.53362897815562
17,2017-03-25,59.614493601822645
17,2017-03-26,57.75828069684485
17,2017-03-27,59.339976411702395
17,2017-03-28,60.44358374246625
17,2017-03-29,61.18313837386081
17,2017-03-30,61.63615023045554
17,2017-03-31,62.336604321260275
17,2017-04-01,60.391141884497635
17,2017-04-02,58.60782575713706
17,2017-04-03,60.19445442083749
17,2017-04-04,61.30283296441659
17,2017-04-05,61.94864171968162
17,2017-04-06,62.63885018788878
17,2017-04-07,62.880199362056366
17,2017-04-08,60.9497010223168
17,2017-04-09,59.04971082486379
17,2017-04-10,60.45791702732727
17,2017-04-11,61.52487056741491
17,2017-04-12,62.163399401270155
17,2017-04-13,62.9449272897531
17,2017-04-14,63.56968377205628
17,2017-04-15,61.485431845103605
17,2017-04-16,59.53508981739528
17,2017-04-17,57.71426720043149
17,2017-04-18,59.821996144679645
17,2017-04-19,61.04094709075572
17,2017-04-20,61.8592766943375
17,2017-04-21,62.55241516337562
17,2017-04-22,60.56709007605183
17,2017-04-23,58.74521827027963
17,2017-04-24,59.901112753221284
17,2017-04-25,61.24861725311567
17,2017-04-26,61.73226914645614
17,2017-04-27,62.46235868263791
17,2017-04-28,62.906215775010445
17,2017-04-29,60.97486443812485
17,2017-04-30,59.13962298113714
17,2017-05-01,57.39734026044412
17,2017-05-02,59.58103402239678
17,2017-05-03,61.365262415105086
17,2017-05-04,62.468040696577056
17,2017-05-05,63.60023608357453
17,2017-05-06,61.81006440870323
17,2017-05-07,59.91465246087689
17,2017-05-08,61.0977786097006
17,2017-05-09,62.2749006224973
17,2017-05-10,63.052772733235095
17,2017-05-11,63.673993299358536
17,2017-05-12,64.2748459780681
17,2017-05-13,62.33140840501668
17,2017-05-14,60.48447698190137
17,2017-05-15,61.71449413003575
17,2017-05-16,62.90418284708377
17,2017-05-17,63.62863586849085
17,2017-05-18,63.96868059411411
17,2017-05-19,63.969707459880865
17,2017-05-20,62.00348754316346
17,2017-05-21,60.16730762371547
17,2017-05-22,61.604445078675624
17,2017-05-23,62.8305288465879
17,2017-05-24,64.24592134342109
17,2017-05-25,62.36900588953842
17,2017-05-26,63.37330077840601
17,2017-05-27,61.42663517911401
17,2017-05-28,59.60936845192993
17,2017-05-29,61.06479899448961
